"participant","Group","format","timepoint","n_correct","n_errors","dprime","c","meta_d","M_ratio"
1241,"NoFB","dots",2,95,25,1.65303367051464,-0.14090473084438,2.08220323719571,1.25962542344794
1243,"NoFB","dots",1,93,27,1.63462720852892,0.408313633413498,1.00437052335377,0.614433993337024
1243,"NoFB","dots",2,92,28,1.57994041150368,0.455076033022224,1.18828442368217,0.752107114312774
1244,"LowType2","dots",1,93,27,1.56230365856494,0.270186022544222,0.966468662854761,0.618617678808047
1244,"LowType2","dots",2,97,23,1.67638313654904,0.148194575415739,0.430218945393796,0.256635214238335
1245,"HighType2","dots",1,92,28,1.56374260386096,0.303453606146277,0.636474962291994,0.407020286280174
1245,"HighType2","dots",2,95,25,1.59514146704968,-0.190583898721356,0.465104874985848,0.291575941440535
1246,"LowType2","dots",1,96,24,1.74437926762847,-0.534834306776719,0.791711771305222,0.453864469727145
1246,"LowType2","dots",2,94,26,1.63731822417188,-0.321458541404387,0.553747050583889,0.338203681122503
1247,"NoFB","dots",1,91,29,1.37997779091548,0.0654261309027313,0.989268618904815,0.716872855068584
1247,"NoFB","dots",2,94,26,1.55127037910921,0.191786376547095,0.00614805302066448,0.00396323755256314
1248,"LowType2","dots",1,96,24,1.64982566536589,-0.010458310889164,1.49700564994262,0.907372022007315
1248,"LowType2","dots",2,94,26,1.53829311083379,0.030822349150274,1.22335785510123,0.795269670315396
1249,"LowType2","dots",1,92,28,1.42583242147643,-0.0100559798191182,1.29522192669391,0.908397022809116
1249,"LowType2","dots",2,93,27,1.47520564893404,-0.0768516973267639,0.921252812810517,0.624491109748801
1250,"NoFB","dots",1,92,28,1.42664579295431,0.0783157112662216,1.36176146248566,0.954519663683104
1250,"NoFB","dots",2,93,27,1.48670596808404,-0.0440696816587977,1.03630104230783,0.697045054338044
1251,"LowType1","dots",1,93,27,1.49242223076055,0.148450989337797,1.01571809545526,0.680583600619274
1251,"LowType1","dots",2,95,25,1.57948127436386,0.100877010473053,0.867213788267531,0.549049743319563
1252,"LowType1","dots",1,89,31,1.43665554022695,-0.389683050356383,0.420024285043417,0.292362555450881
1252,"LowType1","dots",2,89,31,1.56509055292028,-0.432130445006739,0.254911890357447,0.162873572958325
1253,"NoFB","dots",1,95,25,1.62777108029815,0.176401379186696,1.0534908928116,0.647198433221115
1253,"NoFB","dots",2,98,22,1.77990252270638,0.122179764019767,1.39478039922895,0.783627407363949
1254,"NoFB","dots",1,97,23,1.71018136464638,-0.112330883778513,1.22328060280838,0.715292908750251
1256,"LowType2","dots",1,93,27,1.5125997289799,-0.166844066640172,1.83547795670243,1.21345913366009
1256,"LowType2","dots",2,96,24,1.82256569010635,0.400317038314927,0.853328151733632,0.468201588763497
1257,"LowType2","dots",1,92,28,1.43600479686602,0.198554269100102,1.51637990818717,1.05597133902099
1257,"LowType2","dots",2,95,25,1.6168842792168,0.22459332660089,1.41414510681816,0.874611204398102
1260,"LowType1","dots",1,91,29,1.38942470241695,-0.105256553358695,0.490217072494828,0.352820179202285
