,ID,Progress,Duration..in.seconds.,RecordedDate,Age,Lang,Standing,TimeUNL,FirstGen,Courses,Major,Minor,StartMajor,ContMajor,GPA,CumuGPA,RaceEth,age_yr,GenderRec,MIA_Reg,MIA_Know,Group_2.x,Group_1.x,CorResp_2,CorResp_1,TrialRT_2,TrialRT_1,CorrTrialRT_2,CorrTrialRT_1,ConfRT_2,ConfRT_1,ConfResp_2,ConfResp_1,UnderConf_2,UnderConf_1,OverConf_2,OverConf_1,PreConf_2,PreConf_1,PostConf_2,PostConf_1,AUROC2_2,AUROC2_1,BROC_2,BROC_1,BioPropAcc_2,BioPropAcc_1,dprime_2,dprime_1,c_2,c_1,meta_d_2,meta_d_1,M_ratio_2,M_ratio_1,Group_1.y,Group_2.y,DotsAcc_1,DotsAcc_2,DotsTrialRT_1,DotsTrialRT_2,DotCorTrialRT_1,DotCorTrialRT_2,DotConfRT_1,DotConfRT_2,DotConfResp_1,DotConfResp_2,DotOverConf_1,DotOverConf_2,DotPreConf_1,DotPreConf_2,DotPostConf_1,DotPostConf_2,DotsAUROC2_1,DotsAUROC2_2,DotsBROC_1,DotsBROC_2,DotsPropAcc_1,DotsPropAcc_2,DotsdPrime_1,DotsdPrime_2,Dots_c_1,Dots_c_2,Dots_MetaD_1,Dots_MetaD_2,Dots_MRatio_1,Dots_MRatio_2
105,1244,100,433,1/22/26 16:52,5,1,1,1,2,,,,2,1,4,4,1,20,Male,24,16,LowType2,LowType2,15,18,10467.7027,10859.89189,9154.933333,10732.22222,761.3157895,787.5789474,2.526315789,2.342105263,9,11,9,6,39,50,39,39,0.492941176,0.534090909,0.003795066,0.061776062,39.47368421,47.36842105,NA,NA,NA,NA,NA,NA,NA,NA,LowType2,LowType2,93,97,1257.194167,559.2641667,1066.795699,543.687234,941.0622642,394.4353448,2.508333333,2.575,6,9,100,80,80,70,0.64137931,0.588888889,0.181978476,0.021592032,77.5,80.83333333,1.562303659,1.676383137,0.270186023,0.148194575,0.966468663,0.430218945,0.618617679,0.256635214
106,1245,100,537,2/10/26 15:03,5,3,3,5,2,,,,1,1,3.2,3.2,1,20,Female,18,8,HighType2,HighType2,24,24,7344.540541,7000.473684,6458.541667,5833.208333,1764.842105,1458.342105,2.842105263,3,7,7,7,7,40,61,35,39,0.655048077,0.618990385,-0.095057034,-0.095057034,63.15789474,63.15789474,NA,NA,NA,NA,NA,NA,NA,NA,HighType2,HighType2,92,95,539.7666667,325.925,395.3296703,318.0319149,579.9316239,668.925,2.791666667,3.075,13,19,80,80,50,50,0.609219858,0.579228713,-0.061838956,-0.13131924,76.66666667,79.16666667,1.563742604,1.595141467,0.303453606,-0.190583899,0.636474962,0.465104875,0.407020286,0.291575941
107,1246,100,458,1/22/26 17:59,4,1,1,1,2,,,,1,3,3.9,3.9,1,18,Male,19,15,LowType2,LowType2,27,19,8340.684211,8668.833333,8422.592593,8236.578947,1184.736842,1286.447368,2.868421053,3.131578947,9,4,6,14,63,65,64,39,0.591511936,0.487528345,-0.0546875,-0.076923077,71.05263158,50,1.051522316,NA,-0.071998968,NA,0.585667772,NA,0.55697132,NA,LowType2,LowType2,96,94,1345.366667,750.625,1358.125,664.4361702,635.0603448,437.5916667,2.341666667,2.641666667,4,15,70,60,60,60,0.614010989,0.568452381,0.244391972,-0.067227875,80,78.33333333,1.744379268,1.637318224,-0.534834307,-0.321458541,0.791711771,0.553747051,0.45386447,0.338203681
108,1247,100,414,1/22/26 17:42,4,1,1,1,1,,,,1,1,3.7,3.9,7,18,Female,29,14,NoFB,NoFB,29,34,6290.486486,8484.567568,6107.206897,8601.352941,1141.289474,1310.973684,3.5,3.526315789,1,2,8,3,84,80,90,84,0.598240469,0.634259259,-0.4957759,-0.544078362,76.31578947,89.47368421,1.353981661,NA,-0.03950667,NA,0.665370604,NA,0.491417737,NA,NoFB,NoFB,91,94,980.0394958,392.2075,744.3134831,392.2784946,578.282906,285.9865546,3.358333333,3.316666667,21,24,100,80,40,60,0.650884495,0.505580357,-0.475522295,0.281898467,75.83333333,78.33333333,1.379977791,1.551270379,0.065426131,0.191786377,0.989268619,0.006148053,0.716872855,0.003963238
109,1248,100,585,1/27/26 16:45,5,1,2,4,2,,,,1,3,3.69,2.973,1,20,Female,16,15,LowType2,LowType2,29,25,10781.26316,12495.64865,11098.82759,12688.68,1129.289474,1338.578947,3.157894737,2.947368421,9,6,7,5,61,65,62,65,0.45601173,0.665432099,0.106473401,-0.129535083,76.31578947,65.78947368,1.353175152,0.795963337,-0.07882745,-0.156941274,7.10227026513867e-10,1.20795083,5.24859642340207e-10,1.517596068,LowType2,LowType2,96,94,819.6541667,449.5283333,832.79375,428.3053191,880.1233333,353.4766667,2.675,2.716666667,5,11,70,60,50,50,0.720565149,0.673735119,0.162072767,-0.049569356,80,78.33333333,1.649825665,1.538293111,-0.010458311,0.030822349,1.49700565,1.223357855,0.907372022,0.79526967
110,1249,100,283,1/23/26 7:35,5,1,3,2,2,,,,1,1,Unsure,Unsure,1,20,Female,27,7,LowType2,LowType2,19,14,6869.026316,7310.513514,7799.315789,6177.142857,1086.552632,1266.315789,2.815789474,2.315789474,5,10,9,8,19,51,16,10,0.646258503,0.518028846,-0.125,-0.042553191,50,36.84210526,NA,NA,NA,NA,NA,NA,NA,NA,LowType2,LowType2,92,93,1004.178333,491.2608333,950.6543478,462.1526882,766.5260504,539.4383333,2.55,2.591666667,7,9,80,30,20,40,0.667375887,0.626134301,0.12368857,0.048985651,76.66666667,77.5,1.425832421,1.475205649,-0.01005598,-0.076851697,1.295221927,0.921252813,0.908397023,0.62449111
111,1250,100,116,1/25/26 12:25,5,1,1,2,2,,,,1,1,4,4,1,20,Male,32,17,NoFB,NoFB,26,21,4220.947368,6895.864865,4057.230769,7540.666667,414.2631579,766.8947368,2.921052632,3.368421053,2,3,11,15,56,67,74,76,0.510204082,0.556064073,-0.036520769,0.082397004,68.42105263,55.26315789,0.91639949,NA,0.139560381,NA,0.011083907,NA,0.01209506,NA,NoFB,NoFB,92,93,401.1791667,543.0268908,416.7913043,306.1304348,402.0333333,261.0058824,2.908333333,2.783333333,13,14,70,50,70,70,0.687411348,0.638112523,-0.080366354,-0.145726339,76.66666667,77.5,1.426645793,1.486705968,0.078315711,-0.044069682,1.361761462,1.036301042,0.954519664,0.697045054
112,1251,100,620,1/23/26 15:17,4,1,1,1,2,,,,1,1,3.246,3.246,1,18,Female,30,11,LowType1,LowType1,22,25,10510.68571,8948.842105,11669.68182,8631.84,1008.054054,935.5263158,2.421052632,2.710526316,9,10,8,8,67,75,58,64,0.548611111,0.481481481,-0.016806723,0.006951341,57.89473684,65.78947368,NA,0.786878552,NA,-0.20432085,NA,8.92855909404039e-07,NA,1.13468070361931e-06,LowType1,LowType1,93,95,779.8583333,479.5583333,718.7010753,480.36,537.45,360.0483051,2.008333333,1.741666667,2,1,80,60,60,50,0.629401089,0.625811378,0.522223327,0.624642579,77.5,79.16666667,1.492422231,1.579481274,0.148450989,0.10087701,1.015718095,0.867213788,0.680583601,0.549049743
113,1252,100,168,2/1/26 20:22,4,1,1,1,2,,,,1,2,4,4,1,18,Female,18,15,LowType1,LowType1,21,20,5631.028571,8533.393939,5405.761905,7961.9,1067.315789,998.5142857,3.052631579,2.342105263,0,12,13,6,49,69,50,49,0.616704805,0.543181818,-1,0.038461538,55.26315789,52.63157895,NA,NA,NA,NA,NA,NA,NA,NA,LowType1,LowType1,89,89,837.775,692.1075,711.7863636,488.0522727,519.6491667,532.4737288,2.566666667,2.658333333,9,16,90,50,60,40,0.605228105,0.588578089,0.09634362,-0.083289598,74.16666667,74.16666667,1.43665554,1.565090553,-0.38968305,-0.432130445,0.420024285,0.25491189,0.292362555,0.162873573
114,1253,100,257,1/22/26 19:57,4,1,1,2,2,,,,1,1,4,4,1,18,Female,29,17,NoFB,NoFB,26,25,8387.368421,9163.138889,8028.576923,10260,1036.736842,1475.657895,3.421052632,3.342105263,3,4,7,9,56,60,71,70,0.758928571,0.604938272,-0.408501012,-0.226291694,68.42105263,65.78947368,0.9210293,0.786878552,-0.094408293,-0.20432085,2.434107832,0.910119707,2.642812594,1.1566203,NoFB,NoFB,95,98,1101.476471,640.7733333,1099.687368,598.8683673,551.0193277,352.0971429,2.425,2.375,8,5,70,40,40,40,0.641466208,0.685833333,0.062570408,0.161631017,79.16666667,81.66666667,1.62777108,1.779902523,0.176401379,0.122179764,1.053490893,1.394780399,0.647198433,0.783627407
115,1254,100,323,1/23/26 23:28,5,1,1,1,2,,,,1,3,3.8,3.8,1,20,Female,13,11,NA,NoFB,NA,26,NA,8252.540541,NA,8476.730769,NA,1341.736842,NA,2.921052632,NA,10,NA,6,NA,44,NA,37,NA,0.566326531,NA,-0.027355623,NA,68.42105263,NA,0.91639949,NA,0.139560381,NA,0.410513274,NA,0.447963228,NoFB,NA,97,NA,451.4341667,NA,419.0164949,NA,528.615126,NA,3.108333333,NA,13,NA,70,NA,40,NA,0.687474747,NA,-0.30552235,NA,80.83333333,NA,1.710181365,NA,-0.112330884,NA,1.223280603,NA,0.715292909,NA
116,1256,100,717,1/30/26 13:18,4,1,1,This is my 2nd semester,2,,,,1,1,4,4,1,18,Male,17,12,LowType2,LowType2,35,27,10621.77778,11277.86486,10456.2,12109.14815,1306.789474,1112.210526,3.131578947,2.578947368,9,12,0,5,76,70,84,83,0.827027027,0.622015915,1,-0.002061856,92.10526316,71.05263158,NA,1.051522316,NA,0.071998968,NA,0.766295906,NA,0.728749066,LowType2,LowType2,93,96,1489.025833,699.565,1277.656989,635.065625,1122.22549,656.8322034,2.183333333,2.183333333,2,5,90,70,60,80,0.756261343,0.635596546,0.568450644,0.191489362,77.5,80,1.512599729,1.82256569,-0.166844067,0.400317038,1.835477957,0.853328152,1.213459134,0.468201589
117,1257,100,289,2/15/26 13:59,4,1,1,"1, this is my second",2,,,,1,2,3.9,3.9,1,18,Female,23,16,LowType2,LowType2,23,23,6401.333333,7281.657143,7127.391304,7255,1615.210526,875.5833333,2.815789474,2.605263158,6,5,10,5,69,60,70,70,0.638823529,0.7,-0.070850202,-0.132762313,60.52631579,60.52631579,NA,NA,NA,NA,NA,NA,NA,NA,LowType2,LowType2,92,95,647.5041667,1188.181667,601.101087,1056.973684,463.5781513,387.9483051,2.608333333,2.508333333,7,3,80,60,60,60,0.722340426,0.718022146,0.094952951,0.392395379,76.66666667,79.16666667,1.436004797,1.616884279,0.198554269,0.224593327,1.516379908,1.414145107,1.055971339,0.874611204
118,1260,100,176,2/2/26 9:40,4,1,1,1,1,,,,2,1,3,3,4,18,Male,18,9,LowType1,LowType1,22,24,3401.1875,7211.942857,3926.954545,6643.291667,777.7575758,1156.810811,3.184210526,3.578947368,5,1,14,13,59,49,43,41,0.513888889,0.602163462,0.232442229,-0.248416139,57.89473684,63.15789474,NA,NA,NA,NA,NA,NA,NA,NA,LowType1,LowType1,91,95,900.99,663.4416667,580.5637363,562.6631579,425.9991597,357.3017241,3.091666667,3.266666667,19,18,80,50,40,60,0.593479015,0.586101565,-0.218458989,-0.115044248,75.83333333,79.16666667,1.389424702,1.597928941,-0.105256553,0.072806502,0.490217072,0.482077924,0.352820179,0.301689213
